Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Heart failure,I50,65-74,54,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Heart failure,I50,75-84,102,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Heart failure,I50,85+,139,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Heart failure,I50,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Heart failure,I50,All ages,320,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,18,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,58,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,57,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,76,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,216,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,11,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,21,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,51,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,48,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,71,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,210,
9/7/2020,2/1/2020,9/6/2020,IN,Sepsis,Sepsis,A40-A41,0-24,0,
9/7/2020,2/1/2020,9/6/2020,IN,Sepsis,Sepsis,A40-A41,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Sepsis,Sepsis,A40-A41,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Sepsis,Sepsis,A40-A41,45-54,15,
9/7/2020,2/1/2020,9/6/2020,IN,Sepsis,Sepsis,A40-A41,55-64,55,
9/7/2020,2/1/2020,9/6/2020,IN,Sepsis,Sepsis,A40-A41,65-74,112,
9/7/2020,2/1/2020,9/6/2020,IN,Sepsis,Sepsis,A40-A41,75-84,115,
9/7/2020,2/1/2020,9/6/2020,IN,Sepsis,Sepsis,A40-A41,85+,73,
9/7/2020,2/1/2020,9/6/2020,IN,Sepsis,Sepsis,A40-A41,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,Sepsis,Sepsis,A40-A41,All ages,374,
9/7/2020,2/1/2020,9/6/2020,IN,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
9/7/2020,2/1/2020,9/6/2020,IN,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,
9/7/2020,2/1/2020,9/6/2020,IN,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,19,
9/7/2020,2/1/2020,9/6/2020,IN,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,44,
9/7/2020,2/1/2020,9/6/2020,IN,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,55,
9/7/2020,2/1/2020,9/6/2020,IN,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,35,
9/7/2020,2/1/2020,9/6/2020,IN,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,160,
9/7/2020,2/1/2020,9/6/2020,IN,Diabetes,Diabetes,E10-E14,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Diabetes,Diabetes,E10-E14,25-34,0,
9/7/2020,2/1/2020,9/6/2020,IN,Diabetes,Diabetes,E10-E14,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Diabetes,Diabetes,E10-E14,45-54,19,
9/7/2020,2/1/2020,9/6/2020,IN,Diabetes,Diabetes,E10-E14,55-64,66,
9/7/2020,2/1/2020,9/6/2020,IN,Diabetes,Diabetes,E10-E14,65-74,149,
9/7/2020,2/1/2020,9/6/2020,IN,Diabetes,Diabetes,E10-E14,75-84,147,
9/7/2020,2/1/2020,9/6/2020,IN,Diabetes,Diabetes,E10-E14,85+,113,
9/7/2020,2/1/2020,9/6/2020,IN,Diabetes,Diabetes,E10-E14,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,Diabetes,Diabetes,E10-E14,All ages,503,
9/7/2020,2/1/2020,9/6/2020,IN,Obesity,Obesity,E65-E68,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Obesity,Obesity,E65-E68,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Obesity,Obesity,E65-E68,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Obesity,Obesity,E65-E68,55-64,21,
9/7/2020,2/1/2020,9/6/2020,IN,Obesity,Obesity,E65-E68,65-74,28,
9/7/2020,2/1/2020,9/6/2020,IN,Obesity,Obesity,E65-E68,75-84,14,
9/7/2020,2/1/2020,9/6/2020,IN,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Obesity,Obesity,E65-E68,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,Obesity,Obesity,E65-E68,All ages,91,
9/7/2020,2/1/2020,9/6/2020,IN,Alzheimer disease,Alzheimer disease,G30,0-24,0,
9/7/2020,2/1/2020,9/6/2020,IN,Alzheimer disease,Alzheimer disease,G30,25-34,0,
9/7/2020,2/1/2020,9/6/2020,IN,Alzheimer disease,Alzheimer disease,G30,35-44,0,
9/7/2020,2/1/2020,9/6/2020,IN,Alzheimer disease,Alzheimer disease,G30,45-54,0,
9/7/2020,2/1/2020,9/6/2020,IN,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Alzheimer disease,Alzheimer disease,G30,65-74,21,
9/7/2020,2/1/2020,9/6/2020,IN,Alzheimer disease,Alzheimer disease,G30,75-84,63,
9/7/2020,2/1/2020,9/6/2020,IN,Alzheimer disease,Alzheimer disease,G30,85+,152,
9/7/2020,2/1/2020,9/6/2020,IN,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,Alzheimer disease,Alzheimer disease,G30,All ages,237,
9/7/2020,2/1/2020,9/6/2020,IN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
9/7/2020,2/1/2020,9/6/2020,IN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
9/7/2020,2/1/2020,9/6/2020,IN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
9/7/2020,2/1/2020,9/6/2020,IN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,52,
9/7/2020,2/1/2020,9/6/2020,IN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,170,
9/7/2020,2/1/2020,9/6/2020,IN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,285,
9/7/2020,2/1/2020,9/6/2020,IN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,514,
9/7/2020,2/1/2020,9/6/2020,IN,Renal failure,Renal failure,N17-N19,0-24,0,
9/7/2020,2/1/2020,9/6/2020,IN,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Renal failure,Renal failure,N17-N19,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Renal failure,Renal failure,N17-N19,45-54,18,
9/7/2020,2/1/2020,9/6/2020,IN,Renal failure,Renal failure,N17-N19,55-64,41,
9/7/2020,2/1/2020,9/6/2020,IN,Renal failure,Renal failure,N17-N19,65-74,101,
9/7/2020,2/1/2020,9/6/2020,IN,Renal failure,Renal failure,N17-N19,75-84,126,
9/7/2020,2/1/2020,9/6/2020,IN,Renal failure,Renal failure,N17-N19,85+,92,
9/7/2020,2/1/2020,9/6/2020,IN,Renal failure,Renal failure,N17-N19,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,Renal failure,Renal failure,N17-N19,All ages,384,
9/7/2020,2/1/2020,9/6/2020,IN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
9/7/2020,2/1/2020,9/6/2020,IN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,21,
9/7/2020,2/1/2020,9/6/2020,IN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,21,
9/7/2020,2/1/2020,9/6/2020,IN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,37,
9/7/2020,2/1/2020,9/6/2020,IN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,42,
9/7/2020,2/1/2020,9/6/2020,IN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,135,
9/7/2020,2/1/2020,9/6/2020,IN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,32,
9/7/2020,2/1/2020,9/6/2020,IN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,70,
9/7/2020,2/1/2020,9/6/2020,IN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,258,
9/7/2020,2/1/2020,9/6/2020,IN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,630,
9/7/2020,2/1/2020,9/6/2020,IN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,623,
9/7/2020,2/1/2020,9/6/2020,IN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,691,
9/7/2020,2/1/2020,9/6/2020,IN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,"2,320",
9/7/2020,2/1/2020,9/6/2020,IN,Coronavirus Disease 2019,COVID-19,U071,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,IN,Coronavirus Disease 2019,COVID-19,U071,25-34,12,
9/7/2020,2/1/2020,9/6/2020,IN,Coronavirus Disease 2019,COVID-19,U071,35-44,31,
9/7/2020,2/1/2020,9/6/2020,IN,Coronavirus Disease 2019,COVID-19,U071,45-54,94,
9/7/2020,2/1/2020,9/6/2020,IN,Coronavirus Disease 2019,COVID-19,U071,55-64,307,
9/7/2020,2/1/2020,9/6/2020,IN,Coronavirus Disease 2019,COVID-19,U071,65-74,694,
9/7/2020,2/1/2020,9/6/2020,IN,Coronavirus Disease 2019,COVID-19,U071,75-84,921,
9/7/2020,2/1/2020,9/6/2020,IN,Coronavirus Disease 2019,COVID-19,U071,85+,"1,149",
9/7/2020,2/1/2020,9/6/2020,IN,Coronavirus Disease 2019,COVID-19,U071,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,IN,Coronavirus Disease 2019,COVID-19,U071,All ages,"3,212",
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,32,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,45,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,61,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,66,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,218,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,11,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,11,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,35,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,18,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,20,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,18,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,16,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,83,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory failure,J96,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory failure,J96,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory failure,J96,45-54,10,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory failure,J96,55-64,38,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory failure,J96,65-74,71,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory failure,J96,75-84,60,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory failure,J96,85+,76,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory failure,J96,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory failure,J96,All ages,263,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,35-44,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,45-54,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,55-64,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,All ages,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0,
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,,Counts less than 10 suppressed.
